year,pfg_utly,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1981,Utility Patent Granted,53,388,2113,57270,56553,267,12.892,183,8.836,11503,5045,6458,8.921,20.340,9763,4655,5108,8.231,17.264,1740,3.077,34.527,10,10,95
1981,Utility Patent Granted,54,1260,3793,496020,484870,504,13.653,301,8.154,68700,12851,55849,2.650,14.169,46098,11209,34889,2.312,9.507,22602,4.661,19.015,42,43,433
1981,Utility Patent Granted,55,1775,14238,1625725,1597289,1707,12.302,982,7.077,240776,76874,163902,4.813,15.074,184591,33171,151420,2.077,11.557,56185,3.518,23.113,5,5,88
1981,Utility Patent Granted,56,507,3728,245215,247386,476,13.166,251,6.942,44845,17644,27201,7.132,18.128,48377,7606,40771,3.075,19.555,-3532,-1.428,36.255,9,9,47
1981,Utility Patent Granted,61,83,287,210553,207354,25,9.009,6,2.162,9832,160,9672,0.077,4.742,3370,278,3092,0.134,1.625,6462,3.116,3.250,0,0,0
1981,Utility Patent Granted,62,148,1239,171040,170050,130,10.788,62,5.145,19620,7482,12138,4.400,11.538,16950,2149,14801,1.264,9.968,2670,1.570,19.935,3,3,31
1981,Utility Patent Granted,71,104,698,63799,63554,67,9.867,29,4.271,5529,1641,3888,2.582,8.700,4857,1071,3786,1.685,7.642,672,1.057,15.285,0,0,0
1981,Utility Patent Granted,72,210,13796,413142,405973,1333,9.818,895,6.592,66273,37731,28542,9.294,16.324,52165,18543,33622,4.568,12.849,14108,3.475,25.699,7,7,30
1981,Utility Patent Granted,81,506,4254,115659,115137,420,9.807,477,11.138,18177,5586,12591,4.852,15.787,17228,5696,11532,4.947,14.963,949,0.824,29.926,9,9,65
1982,No Utility Patent Granted,11,17876,18168,145640,147636,2571,13.818,3447,18.526,40633,15778,24855,10.687,27.522,44554,16316,28238,11.052,30.178,-3921,-2.656,55.045,2415,2420,11377
1982,No Utility Patent Granted,21,26054,28844,587934,563945,6139,22.270,3584,13.001,171680,65987,105693,11.701,30.443,124616,48064,76552,8.523,22.097,47064,8.345,44.194,2751,2771,32185
1982,No Utility Patent Granted,22,5782,10563,570358,562028,419,3.965,426,4.032,35781,6336,29445,1.127,6.366,19221,4119,15102,0.733,3.420,16560,2.946,6.840,282,282,1590
1982,No Utility Patent Granted,23,388499,392549,3552568,3720850,54003,13.266,83035,20.398,858771,256799,601972,6.902,23.080,1196111,358361,837750,9.631,32.146,-337340,-9.066,46.160,58273,58306,267213
1982,No Utility Patent Granted,31-33,268071,289510,7942764,8090492,29382,10.157,28901,9.991,1042885,303891,738994,3.756,12.890,1337737,385198,952539,4.761,16.535,-294852,-3.644,25.781,22289,22445,249009
1982,No Utility Patent Granted,42,260694,301322,3314652,3315287,34472,11.496,31570,10.528,561234,185596,375638,5.598,16.929,562848,186129,376719,5.614,16.977,-1614,-0.049,33.857,22993,23381,126993
1982,No Utility Patent Granted,44-45,725559,947442,8681086,8727901,107755,11.310,118354,12.422,1472125,606907,865218,6.954,16.867,1562222,571607,990615,6.549,17.899,-90097,-1.032,33.734,85224,87867,361886
1982,No Utility Patent Granted,48-49,91703,108027,2043132,2074587,15586,14.392,16127,14.891,291849,93620,198229,4.513,14.068,354126,100450,253676,4.842,17.070,-62277,-3.002,28.136,12445,12539,66908
1982,No Utility Patent Granted,51,46293,59600,1318872,1314090,8911,15.213,6864,11.718,218191,80097,138094,6.095,16.604,207650,57618,150032,4.385,15.802,10541,0.802,31.604,4915,4994,37979
1982,No Utility Patent Granted,52,156214,239945,4312741,4256711,21356,8.936,19433,8.132,566958,158232,408726,3.717,13.319,452833,133915,318918,3.146,10.638,114125,2.681,21.276,12768,12890,69559
1982,No Utility Patent Granted,53,168843,177584,1059460,1068050,24407,13.532,29970,16.616,238192,98883,139309,9.258,22.302,254594,105843,148751,9.910,23.837,-16402,-1.536,44.603,23796,23874,80399
1982,No Utility Patent Granted,54,278299,293879,2169003,2129758,47894,16.554,38787,13.406,491462,202338,289124,9.501,23.076,415495,158356,257139,7.435,19.509,75967,3.567,39.018,29485,29646,119839
1982,No Utility Patent Granted,55,20307,27870,1193483,1168739,2994,10.930,2041,7.451,248562,97941,150621,8.380,21.268,196437,44129,152308,3.776,16.808,52125,4.460,33.615,637,650,8409
1982,No Utility Patent Granted,56,145582,159369,2213371,2182338,29889,19.216,22238,14.297,546969,191756,355213,8.787,25.063,485505,156750,328755,7.183,22.247,61464,2.816,44.494,17122,17180,100284
1982,No Utility Patent Granted,61,31584,33826,1271133,1264552,3659,10.836,3544,10.495,143853,26446,117407,2.091,11.376,131043,22529,108514,1.782,10.363,12810,1.013,20.726,2731,2743,15132
1982,No Utility Patent Granted,62,374859,409162,6840315,6726340,44204,11.008,28996,7.221,892194,298604,593590,4.439,13.264,664315,202257,462058,3.007,9.876,227879,3.388,19.753,22086,22324,149035
1982,No Utility Patent Granted,71,48830,50935,704945,693009,8653,17.233,7205,14.349,155195,56411,98784,8.140,22.394,131233,42865,88368,6.185,18.937,23962,3.458,37.873,5490,5513,33586
1982,No Utility Patent Granted,72,288070,341298,5357092,5338705,52275,15.285,53702,15.702,1224900,637686,587214,11.945,22.944,1186555,491419,695136,9.205,22.226,38345,0.718,44.451,41513,42175,347883
1982,No Utility Patent Granted,81,449538,484188,3341496,3326470,55056,11.386,53730,11.112,624977,215603,409374,6.481,18.788,592562,182486,410076,5.486,17.814,32415,0.974,35.627,39560,39854,132428
1982,Utility Patent Granted,11,80,446,24087,24794,29,6.554,22,4.972,2097,300,1797,1.210,8.458,3445,307,3138,1.238,13.895,-1348,-5.437,16.916,0,0,0
1982,Utility Patent Granted,21,314,3967,427415,423003,647,16.656,482,12.408,87478,24558,62920,5.806,20.680,78356,24892,53464,5.885,18.524,9122,2.156,37.047,3,3,19
1982,Utility Patent Granted,22,77,1677,177240,173490,30,1.798,13,0.779,12149,1125,11024,0.648,7.003,5010,673,4337,0.388,2.888,7139,4.115,5.776,0,0,0
1982,Utility Patent Granted,23,509,2559,338195,336234,290,11.390,264,10.369,65295,8614,56681,2.562,19.420,61799,11516,50283,3.425,18.380,3496,1.040,36.760,15,15,131
1982,Utility Patent Granted,31-33,6344,33848,9390391,9697865,1353,3.958,2019,5.907,633051,148448,484603,1.531,6.528,1248286,221378,1026908,2.283,12.872,-615235,-6.344,13.055,167,179,5468
1982,Utility Patent Granted,42,2489,36846,895461,905354,3411,9.212,3776,10.198,168148,61046,107102,6.743,18.573,188891,67873,121018,7.497,20.864,-20743,-2.291,37.145,52,61,871
1982,Utility Patent Granted,44-45,955,76729,1455302,1453692,11557,15.687,5442,7.387,229107,110336,118771,7.590,15.760,228114,55370,172744,3.809,15.692,993,0.068,31.384,23,33,122
1982,Utility Patent Granted,48-49,767,7498,395844,398799,903,12.409,461,6.335,54139,21360,32779,5.356,13.576,60278,9973,50305,2.501,15.115,-6139,-1.539,27.151,4,4,10
1982,Utility Patent Granted,51,357,12558,1132921,1132603,387,3.102,223,1.787,107851,17667,90184,1.560,9.522,109226,9273,99953,0.819,9.644,-1375,-0.121,19.045,D,D,D
1982,Utility Patent Granted,52,317,16767,454281,467621,915,5.230,2369,13.542,46867,19082,27785,4.081,10.022,73729,27264,46465,5.830,15.767,-26862,-5.744,20.045,3,3,20
1982,Utility Patent Granted,53,417,3330,64509,65753,296,9.009,207,6.300,10969,4188,6781,6.369,16.682,13335,4439,8896,6.751,20.280,-2366,-3.598,33.364,7,7,22
1982,Utility Patent Granted,54,1128,4266,490807,491064,614,14.779,391,9.411,82926,28073,54853,5.717,16.887,83288,30176,53112,6.145,16.961,-362,-0.074,33.774,44,44,2303
1982,Utility Patent Granted,55,1824,14950,1614148,1625320,1666,11.296,1264,8.570,273921,84934,188987,5.226,16.853,295822,72211,223611,4.443,18.201,-21901,-1.347,33.707,7,7,78
1982,Utility Patent Granted,56,687,4766,346161,347500,515,11.072,286,6.149,57411,17989,39422,5.177,16.521,60080,12634,47446,3.636,17.289,-2669,-0.768,33.042,5,5,95
1982,Utility Patent Granted,61,87,300,223833,219644,44,15.068,28,9.589,13917,698,13219,0.318,6.336,4903,267,4636,0.122,2.232,9014,4.104,4.465,D,D,D
1982,Utility Patent Granted,62,154,1711,245735,237417,206,12.295,135,8.057,30794,13753,17041,5.793,12.970,13604,5546,8058,2.336,5.730,17190,7.240,11.460,6,6,49
1982,Utility Patent Granted,71,127,946,64969,64552,232,27.586,22,2.616,4667,2277,2390,3.527,7.230,3889,549,3340,0.850,6.025,778,1.205,12.049,3,3,6
1982,Utility Patent Granted,72,204,15552,486739,465848,1719,11.204,1300,8.473,120964,47395,73569,10.174,25.966,77710,28642,49068,6.148,16.681,43254,9.285,33.363,10,10,117
1982,Utility Patent Granted,81,547,4054,116069,119104,472,11.666,456,11.270,20457,9529,10928,8.001,17.176,26078,7502,18576,6.299,21.895,-5621,-4.719,34.352,11,11,86
1983,No Utility Patent Granted,11,18036,18393,148080,147917,2881,15.674,2857,15.543,40491,14805,25686,10.009,27.374,40191,15213,24978,10.285,27.171,300,0.203,54.343,2057,2063,10483
1983,No Utility Patent Granted,21,25145,28103,465342,536566,3942,13.753,5060,17.654,78446,32834,45612,6.119,14.620,221261,62789,158472,11.702,41.236,-142815,-26.616,29.240,3924,3950,41922
1983,No Utility Patent Granted,22,5584,10375,545392,539891,511,4.956,381,3.695,37088,8860,28228,1.641,6.870,26201,3982,22219,0.738,4.853,10887,2.017,9.706,226,229,1048
1983,No Utility Patent Granted,23,391143,395224,3544302,3592855,63413,16.074,61994,15.714,926602,280412,646190,7.805,25.790,1023606,282067,741539,7.851,28.490,-97004,-2.700,51.580,43890,43937,205472
1983,No Utility Patent Granted,31-33,268593,290130,7731815,7943330,28879,9.955,28784,9.923,1005280,288051,717229,3.626,12.656,1428721,383593,1045128,4.829,17.986,-423441,-5.331,25.311,21927,22102,243146
1983,No Utility Patent Granted,42,263430,305460,3249649,3293879,35364,11.641,32033,10.544,504602,174377,330225,5.294,15.319,592420,193109,399311,5.863,17.985,-87818,-2.666,30.639,23222,23739,129378
1983,No Utility Patent Granted,44-45,730103,955506,8749427,8726089,114860,12.057,109170,11.459,1519214,652328,866886,7.476,17.410,1475136,555016,920120,6.360,16.905,44078,0.505,33.810,75719,78503,328606
1983,No Utility Patent Granted,48-49,92461,109198,2016271,2040684,16624,15.276,15876,14.589,321973,112153,209820,5.496,15.778,369669,118691,250978,5.816,18.115,-47696,-2.337,31.555,11554,11674,64052
1983,No Utility Patent Granted,51,47502,64159,1694188,1642485,9119,14.423,7255,11.475,428195,100224,327971,6.102,26.070,323826,73961,249865,4.503,19.716,104369,6.354,39.431,4865,4972,37543
1983,No Utility Patent Granted,52,164744,249749,4482065,4319794,32314,13.262,20117,8.256,844938,295843,549095,6.849,19.560,521833,181698,340135,4.206,12.080,323105,7.480,24.160,12355,12542,99559
1983,No Utility Patent Granted,53,169882,179092,1078505,1073778,26630,14.921,25404,14.234,248044,108716,139328,10.125,23.100,238829,102847,135982,9.578,22.242,9215,0.858,44.484,19489,19581,71652
1983,No Utility Patent Granted,54,313248,330455,2428606,2388679,57172,17.879,35818,11.201,509907,215791,294116,9.034,21.347,429612,148499,281113,6.217,17.985,80295,3.361,35.971,26264,26521,106516
1983,No Utility Patent Granted,55,20875,28237,1198895,1204736,3068,10.930,2734,9.740,231512,68391,163121,5.677,19.217,241981,61540,180441,5.108,20.086,-10469,-0.869,38.434,641,657,7147
1983,No Utility Patent Granted,56,140836,154050,2104269,2094157,29843,19.812,23009,15.275,523806,188008,335798,8.978,25.013,502839,167753,335086,8.011,24.012,20967,1.001,48.023,17545,17656,110698
1983,No Utility Patent Granted,61,32587,34831,1238166,1214569,4281,12.491,3165,9.235,145171,32912,112259,2.710,11.952,98037,20324,77713,1.673,8.072,47134,3.881,16.144,2394,2435,14006
1983,No Utility Patent Granted,62,391593,428624,7092619,6958475,46251,11.040,26859,6.411,921145,360553,560592,5.181,13.238,651406,195116,456290,2.804,9.361,269739,3.876,18.723,19598,19938,129752
1983,No Utility Patent Granted,71,52341,54570,704979,703467,10172,19.191,7038,13.278,144876,60511,84365,8.602,20.595,142148,45224,96924,6.429,20.207,2728,0.388,40.414,5301,5339,32340
1983,No Utility Patent Granted,72,297840,353904,5523000,5452604,60658,17.424,49089,14.101,1276177,691207,584970,12.677,23.405,1130696,481836,648860,8.837,20.737,145481,2.668,41.474,36634,37318,319337
1983,No Utility Patent Granted,81,456374,491279,3337304,3312444,61078,12.576,49838,10.262,602072,223884,378188,6.759,18.176,553353,187700,365653,5.667,16.705,48719,1.471,33.411,36032,36511,132785
1983,Utility Patent Granted,11,84,355,20574,22041,22,6.215,20,5.650,2181,492,1689,2.232,9.895,5121,1027,4094,4.659,23.234,-2940,-13.339,19.790,0,0,0
1983,Utility Patent Granted,21,307,3561,323829,367867,376,10.245,594,16.185,41249,17623,23626,4.791,11.213,129778,25530,104248,6.940,35.279,-88529,-24.065,22.426,6,7,391
1983,Utility Patent Granted,22,84,1715,206389,207641,74,4.311,77,4.486,14717,6139,8578,2.957,7.088,16765,2110,14655,1.016,8.074,-2048,-0.986,14.175,0,0,0
1983,Utility Patent Granted,23,502,2413,245121,274779,172,7.124,175,7.248,31923,9003,22920,3.276,11.618,91069,8923,82146,3.247,33.143,-59146,-21.525,23.235,16,16,206
1983,Utility Patent Granted,31-33,6256,32703,8454204,8839965,1164,3.519,1909,5.772,561035,110118,450917,1.246,6.347,1332626,226564,1106062,2.563,15.075,-771591,-8.728,12.693,152,158,8262
1983,Utility Patent Granted,42,2439,34569,825034,847864,2421,6.902,3438,9.801,127781,41397,86384,4.883,15.071,173555,53662,119893,6.329,20.470,-45774,-5.399,30.142,56,60,815
1983,Utility Patent Granted,44-45,941,74278,1380412,1416518,4903,6.552,6022,8.047,160740,63296,97444,4.468,11.348,232375,98737,133638,6.970,16.405,-71635,-5.057,22.695,17,32,724
1983,Utility Patent Granted,48-49,765,6956,355358,364834,469,6.636,692,9.791,44017,14430,29587,3.955,12.065,62942,12680,50262,3.476,17.252,-18925,-5.187,24.130,D,D,D
1983,Utility Patent Granted,51,346,7432,753347,826479,678,7.830,3132,36.170,280245,15925,264320,1.927,33.908,435001,237553,197448,28.743,52.633,-154756,-18.725,67.817,6,6,37
1983,Utility Patent Granted,52,325,17683,494684,497842,1483,8.332,1716,9.641,60600,21916,38684,4.402,12.173,66666,23272,43394,4.675,13.391,-6066,-1.218,24.345,12,12,73
1983,Utility Patent Granted,53,420,3159,61241,60611,279,8.708,369,11.517,13942,5388,8554,8.890,23.003,13120,4603,8517,7.594,21.646,822,1.356,43.293,10,10,89
1983,Utility Patent Granted,54,1342,4817,514675,524335,653,13.749,518,10.906,58872,23641,35231,4.509,11.228,78966,19920,59046,3.799,15.060,-20094,-3.832,22.456,30,30,496
1983,Utility Patent Granted,55,1808,14332,1552169,1575832,1096,7.497,1671,11.430,213639,66552,147087,4.223,13.557,261709,59545,202164,3.779,16.608,-48070,-3.050,27.114,3,3,235
1983,Utility Patent Granted,56,448,3849,302296,297436,291,7.475,379,9.735,56708,15024,41684,5.051,19.066,46335,13390,32945,4.502,15.578,10373,3.487,31.156,18,18,104
1983,Utility Patent Granted,61,90,214,267633,264623,11,4.955,27,12.162,14223,151,14072,0.057,5.375,8090,128,7962,0.048,3.057,6133,2.318,6.114,D,D,D
1983,Utility Patent Granted,62,160,1794,258260,256170,217,12.222,180,10.138,27180,11246,15934,4.390,10.610,22723,7227,15496,2.821,8.870,4457,1.740,17.741,5,5,39
1983,Utility Patent Granted,71,125,899,71873,68509,111,12.286,120,13.282,11286,3538,7748,5.164,16.474,4228,1629,2599,2.378,6.171,7058,10.302,12.343,3,3,13
1983,Utility Patent Granted,72,190,14765,464826,463302,1422,9.697,1221,8.326,89317,44727,44590,9.654,19.278,88573,23676,64897,5.110,19.118,744,0.161,38.236,6,6,116
1983,Utility Patent Granted,81,508,5117,116193,113509,989,20.314,492,10.106,24838,9977,14861,8.790,21.882,19652,5822,13830,5.129,17.313,5186,4.569,34.626,12,14,192
1984,No Utility Patent Granted,11,18808,19155,159806,154469,3229,17.181,2508,13.344,45599,16661,28938,10.786,29.520,35147,11926,23221,7.721,22.753,10452,6.766,45.507,1818,1823,9134
1984,No Utility Patent Granted,21,25053,27795,489165,472562,3907,14.009,4097,14.690,128689,33183,95506,7.022,27.232,96578,37115,59463,7.854,20.437,32111,6.795,40.874,3195,3212,25812
1984,No Utility Patent Granted,22,5655,10327,576265,575089,633,6.201,396,3.879,31086,8444,22642,1.468,5.405,28782,5102,23680,0.887,5.005,2304,0.401,10.010,230,230,1079
1984,No Utility Patent Granted,23,421675,425751,4003481,3748109,81030,19.699,52196,12.689,1305674,375299,930375,10.013,34.836,794651,244801,549850,6.531,21.201,511023,13.634,42.403,38701,38733,187993
1984,No Utility Patent Granted,31-33,274684,296668,8509882,8141391,33022,11.258,26337,8.979,1595789,358519,1237270,4.404,19.601,861108,315136,545972,3.871,10.577,734681,9.024,21.154,20678,20830,206507
1984,No Utility Patent Granted,42,269198,311535,3470677,3361218,36242,11.746,30278,9.813,645793,182971,462822,5.444,19.213,427310,162831,264479,4.844,12.713,218483,6.500,25.426,22746,23216,116651
1984,No Utility Patent Granted,44-45,740728,970057,9356353,9080782,117544,12.203,103848,10.781,1759423,689477,1069946,7.593,19.375,1208489,488401,720088,5.378,13.308,550934,6.067,26.616,75059,77416,309616
1984,No Utility Patent Granted,48-49,95885,113272,2131049,2061023,18798,16.894,14799,13.300,416779,117716,299063,5.712,20.222,278040,96231,181809,4.669,13.490,138739,6.732,26.981,11154,11248,59398
1984,No Utility Patent Granted,51,49611,71013,2055550,1988746,12477,18.222,7397,10.803,470800,273176,197624,13.736,23.673,331165,67365,263800,3.387,16.652,139635,7.021,33.304,5049,5136,36829
1984,No Utility Patent Granted,52,169110,256625,4349367,4278136,30223,11.956,22530,8.913,751762,253947,497815,5.936,17.572,608556,245003,363553,5.727,14.225,143206,3.347,28.450,14979,15126,165666
1984,No Utility Patent Granted,53,177271,186843,1170746,1121897,32061,17.540,23948,13.102,303641,129169,174472,11.513,27.065,205895,96071,109824,8.563,18.352,97746,8.713,36.705,18787,18894,71299
1984,No Utility Patent Granted,54,333811,351357,2697045,2562748,59157,17.353,38265,11.224,644411,237032,407379,9.249,25.145,374594,152558,222036,5.953,14.617,269817,10.528,29.234,28477,28698,112825
1984,No Utility Patent Granted,55,21532,29553,1282716,1242398,3296,11.387,2083,7.196,248105,75244,172861,6.056,19.970,167899,42860,125039,3.450,13.514,80206,6.456,27.028,707,723,8319
1984,No Utility Patent Granted,56,151003,164697,2455808,2287336,32257,20.248,21486,13.487,705203,209940,495263,9.178,30.831,366922,135812,231110,5.938,16.041,338281,14.789,32.083,16590,16704,94752
1984,No Utility Patent Granted,61,33731,36089,1249680,1225125,4553,12.847,3255,9.185,148731,27330,121401,2.231,12.140,99891,21613,78278,1.764,8.154,48840,3.987,16.307,2511,2535,15651
1984,No Utility Patent Granted,62,404754,443404,7375927,7231072,43426,9.961,28576,6.554,929580,358902,570678,4.963,12.855,637886,210536,427350,2.912,8.821,291694,4.034,17.643,21321,21659,144474
1984,No Utility Patent Granted,71,54016,56303,771034,749486,10025,18.105,8162,14.740,169608,61209,108399,8.167,22.630,126766,45809,80957,6.112,16.914,42842,5.716,33.827,6292,6345,33738
1984,No Utility Patent Granted,72,302390,361164,5899966,5728384,59408,16.587,53382,14.905,1376571,706755,669816,12.338,24.031,1035664,499302,536362,8.716,18.080,340907,5.951,36.159,40447,41122,331499
1984,No Utility Patent Granted,81,503276,538404,3631878,3488758,95651,18.574,48807,9.477,779404,320834,458570,9.196,22.340,493370,175056,318314,5.018,14.142,286034,8.199,28.283,36555,37070,126355
1984,Utility Patent Granted,11,74,312,18367,18971,10,3.115,28,8.723,2139,191,1948,1.007,11.275,3362,814,2548,4.291,17.722,-1223,-6.447,22.551,D,D,D
1984,Utility Patent Granted,21,327,3923,310276,318785,561,14.669,364,9.518,45943,11404,34539,3.577,14.412,62792,15760,47032,4.944,19.697,-16849,-5.285,28.824,4,17,1264
1984,Utility Patent Granted,22,88,1913,180040,177804,106,5.643,37,1.970,10705,3231,7474,1.817,6.021,6163,592,5571,0.333,3.466,4542,2.555,6.932,D,D,D
